,Block,Condition,Emotion,Image,Length,Subject,Timing
6034,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,610.0
6035,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,900.0
6036,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,1000.0
6037,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,1110.0
6038,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,1280.0
6039,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,1520.0
6040,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,1800.0
6041,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,1920.0
6042,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,1990.0
6043,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,2060.0
6044,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,2200.0
6045,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,2480.0
6046,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,2630.0
6047,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,2730.0
6048,4.0,Think,Neutral,Faces_219_v.jpg,10.0,46SQU,2800.0
6049,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,510.0
6050,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,590.0
6051,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,740.0
6052,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1020.0
6053,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1150.0
6054,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1260.0
6055,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1640.0
6056,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1760.0
6057,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1900.0
6058,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2360.0
6059,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2460.0
6060,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2560.0
6061,4.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2670.0
6062,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,670.0
6063,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,800.0
6064,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1060.0
6065,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1510.0
6066,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1770.0
6067,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2140.0
6068,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2300.0
6069,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2680.0
6070,4.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2940.0
6071,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,480.0
6072,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,670.0
6073,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,910.0
6074,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1020.0
6075,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1110.0
6076,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1210.0
6077,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1420.0
6078,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1540.0
6079,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1610.0
6080,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1720.0
6081,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1870.0
6082,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1980.0
6083,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,2130.0
6084,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,2240.0
6085,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,2350.0
6086,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,2500.0
6087,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,2580.0
6088,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,2780.0
6089,4.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,2860.0
6090,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,410.0
6091,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,530.0
6092,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,610.0
6093,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,1610.0
6094,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,1720.0
6095,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2010.0
6096,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2090.0
6097,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2230.0
6098,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2420.0
6099,4.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2900.0
6100,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,260.0
6101,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,430.0
6102,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,590.0
6103,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,690.0
6104,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,800.0
6105,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,870.0
6106,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,940.0
6107,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1040.0
6108,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1170.0
6109,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1270.0
6110,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1350.0
6111,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1440.0
6112,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1660.0
6113,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1790.0
6114,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1870.0
6115,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2200.0
6116,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2420.0
6117,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2490.0
6118,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2580.0
6119,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2690.0
6120,4.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2780.0
6121,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,310.0
6122,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,440.0
6123,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,550.0
6124,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,630.0
6125,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,860.0
6126,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,1950.0
6127,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,2130.0
6128,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,2400.0
6129,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,2550.0
6130,4.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,2860.0
6131,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,210.0
6132,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,590.0
6133,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,960.0
6134,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,1060.0
6135,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,1610.0
6136,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,1790.0
6137,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,2600.0
6138,4.0,Think,Emotion,Objects_088_h.jpg,10.0,46SQU,2870.0
6139,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,360.0
6140,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,460.0
6141,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,530.0
6142,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,970.0
6143,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,1150.0
6144,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,1460.0
6145,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,1570.0
6146,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,1650.0
6147,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,1750.0
6148,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,1970.0
6149,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,2310.0
6150,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,2590.0
6151,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,2680.0
6152,4.0,Think,Neutral,Animals_213_h.jpg,10.0,46SQU,2790.0
6153,4.0,Think,Neutral,Animals_097_h.jpg,10.0,46SQU,1150.0
6154,4.0,Think,Neutral,Animals_097_h.jpg,10.0,46SQU,1690.0
6155,4.0,Think,Neutral,Animals_097_h.jpg,10.0,46SQU,1830.0
6156,4.0,Think,Neutral,Animals_097_h.jpg,10.0,46SQU,2000.0
6157,4.0,Think,Neutral,Animals_097_h.jpg,10.0,46SQU,2560.0
6158,4.0,Think,Neutral,Animals_097_h.jpg,10.0,46SQU,2950.0
6159,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,670.0
6160,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,870.0
6161,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,1060.0
6162,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,1300.0
6163,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,1400.0
6164,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,1750.0
6165,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,1940.0
6166,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,2240.0
6167,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,2500.0
6168,4.0,Think,Emotion,Objects_011_h.jpg,10.0,46SQU,2750.0
6169,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,270.0
6170,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,380.0
6171,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,460.0
6172,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,560.0
6173,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,670.0
6174,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1080.0
6175,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1150.0
6176,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1220.0
6177,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1310.0
6178,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1390.0
6179,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1480.0
6180,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1810.0
6181,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2030.0
6182,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2190.0
6183,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2620.0
6184,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2690.0
6185,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2760.0
6186,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2850.0
6187,4.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2920.0
6188,4.0,Think,Emotion,Animals_039_h.jpg,10.0,46SQU,700.0
6189,4.0,Think,Emotion,Animals_039_h.jpg,10.0,46SQU,2750.0
6190,4.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,820.0
6191,4.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,1280.0
6192,4.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,1720.0
6193,4.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,2010.0
6194,4.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,2790.0
6195,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,630.0
6196,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,930.0
6197,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,1460.0
6198,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,2080.0
6199,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,2250.0
6200,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,2600.0
6201,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,2740.0
6202,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,2860.0
6203,4.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,2950.0
6204,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,500.0
6205,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,580.0
6206,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,730.0
6207,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,1000.0
6208,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,1290.0
6209,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,1370.0
6210,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,1480.0
6211,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,1950.0
6212,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,2160.0
6213,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,2370.0
6214,4.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,2890.0
6215,4.0,Think,Neutral,Faces_184_h.jpg,10.0,46SQU,480.0
6216,4.0,Think,Neutral,Faces_184_h.jpg,10.0,46SQU,600.0
6217,4.0,Think,Neutral,Faces_184_h.jpg,10.0,46SQU,1420.0
6218,4.0,Think,Emotion,Animals_078_h.jpg,10.0,46SQU,1190.0
6219,4.0,Think,Emotion,Animals_078_h.jpg,10.0,46SQU,1390.0
6220,4.0,Think,Emotion,Animals_078_h.jpg,10.0,46SQU,2080.0
6221,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,590.0
6222,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,690.0
6223,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,960.0
6224,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,1040.0
6225,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,1110.0
6226,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,1200.0
6227,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,1770.0
6228,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,2000.0
6229,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,2470.0
6230,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,2590.0
6231,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,2750.0
6232,4.0,Think,Neutral,People_179_h.jpg,10.0,46SQU,2960.0
6233,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,240.0
6234,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,320.0
6235,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,560.0
6236,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,950.0
6237,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,1020.0
6238,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,1910.0
6239,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,1980.0
6240,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,2110.0
6241,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,2180.0
6242,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,2300.0
6243,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,2700.0
6244,4.0,Think,Emotion,Objects_154_h.jpg,10.0,46SQU,2820.0
6245,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,540.0
6246,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,880.0
6247,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,1020.0
6248,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,1180.0
6249,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,1270.0
6250,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,1680.0
6251,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,2070.0
6252,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,2170.0
6253,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,2260.0
6254,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,2470.0
6255,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,2680.0
6256,4.0,Think,Neutral,Animals_132_h.jpg,10.0,46SQU,2840.0
6257,4.0,Think,Neutral,People_091_h.jpg,10.0,46SQU,1030.0
6258,4.0,Think,Neutral,People_091_h.jpg,10.0,46SQU,2310.0
6259,4.0,Think,Neutral,People_091_h.jpg,10.0,46SQU,2430.0
6260,4.0,Think,Neutral,People_091_h.jpg,10.0,46SQU,2880.0
6261,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,430.0
6262,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,600.0
6263,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,740.0
6264,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1060.0
6265,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1180.0
6266,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1260.0
6267,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1460.0
6268,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1610.0
6269,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1780.0
6270,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2180.0
6271,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2420.0
6272,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2730.0
6273,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2800.0
6274,4.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2950.0
6275,4.0,Think,Emotion,People_077_v.jpg,10.0,46SQU,400.0
6276,4.0,Think,Emotion,People_077_v.jpg,10.0,46SQU,910.0
6277,4.0,Think,Emotion,People_077_v.jpg,10.0,46SQU,1430.0
6278,4.0,Think,Emotion,People_077_v.jpg,10.0,46SQU,1800.0
6279,4.0,Think,Emotion,People_077_v.jpg,10.0,46SQU,2220.0
6280,4.0,Think,Emotion,People_077_v.jpg,10.0,46SQU,2340.0
6281,4.0,Think,Emotion,People_077_v.jpg,10.0,46SQU,2880.0
6282,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,790.0
6283,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,870.0
6284,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,940.0
6285,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1610.0
6286,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1700.0
6287,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1860.0
6288,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,1930.0
6289,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2360.0
6290,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2500.0
6291,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2760.0
6292,5.0,Think,Neutral,Objects_242_h.jpg,10.0,46SQU,2830.0
6293,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,250.0
6294,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,500.0
6295,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,680.0
6296,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,770.0
6297,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1300.0
6298,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,1380.0
6299,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2040.0
6300,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2530.0
6301,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2610.0
6302,5.0,Think,Emotion,Animals_041_h.jpg,10.0,46SQU,2820.0
6303,5.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,760.0
6304,5.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,940.0
6305,5.0,Think,Emotion,People_209_v.jpg,10.0,46SQU,2700.0
6306,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,520.0
6307,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,830.0
6308,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,1180.0
6309,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,1270.0
6310,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,1410.0
6311,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,1720.0
6312,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,1790.0
6313,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2200.0
6314,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2380.0
6315,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2560.0
6316,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2640.0
6317,5.0,Think,Emotion,People_220_h.jpg,10.0,46SQU,2710.0
6318,5.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,450.0
6319,5.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,1300.0
6320,5.0,Think,Neutral,People_097_h.jpg,10.0,46SQU,2460.0
6321,5.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,490.0
6322,5.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,1300.0
6323,5.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,1900.0
6324,5.0,Think,Neutral,Faces_211_h.jpg,10.0,46SQU,1980.0
6325,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,360.0
6326,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,480.0
6327,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1190.0
6328,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1420.0
6329,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1680.0
6330,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,1860.0
6331,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2350.0
6332,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2720.0
6333,5.0,Think,Neutral,People_148_h.jpg,10.0,46SQU,2850.0
6334,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,290.0
6335,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,550.0
6336,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,620.0
6337,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1120.0
6338,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1210.0
6339,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1290.0
6340,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1360.0
6341,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1450.0
6342,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1710.0
6343,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1800.0
6344,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,1930.0
6345,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2040.0
6346,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2180.0
6347,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2270.0
6348,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2390.0
6349,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2540.0
6350,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2630.0
6351,5.0,Think,Neutral,Objects_049_h.jpg,10.0,46SQU,2800.0
6352,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,380.0
6353,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,570.0
6354,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,810.0
6355,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,910.0
6356,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1300.0
6357,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1530.0
6358,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1640.0
6359,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,1940.0
6360,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2130.0
6361,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2330.0
6362,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2490.0
6363,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2770.0
6364,5.0,Think,Emotion,People_217_h.jpg,10.0,46SQU,2920.0
6365,5.0,Think,Neutral,Faces_184_h.jpg,10.0,46SQU,2590.0
6366,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,550.0
6367,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,640.0
6368,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,710.0
6369,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,800.0
6370,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,890.0
6371,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,1660.0
6372,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,1750.0
6373,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,1860.0
6374,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,2530.0
6375,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,2660.0
6376,5.0,Think,Emotion,Objects_126_h.jpg,10.0,46SQU,2730.0
6377,5.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,320.0
6378,5.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,520.0
6379,5.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,760.0
6380,5.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,940.0
6381,5.0,Think,Emotion,Objects_023_v.jpg,10.0,46SQU,1020.0
