,Subject,Condition,Emotion,Block,Image,Intrusion,Length
5206,45MJA,Think,Neutral,3,Faces_060_h.jpg,580,30
5207,45MJA,Think,Neutral,3,Faces_060_h.jpg,1200,30
5208,45MJA,Think,Emotion,3,People_213_v.jpg,1510,30
5209,45MJA,Think,Emotion,3,People_213_v.jpg,2860,30
5210,45MJA,Think,Neutral,4,Animals_108_h.jpg,830,30
5211,45MJA,Think,Neutral,4,Animals_108_h.jpg,1530,30
5212,45MJA,Think,Neutral,4,Animals_108_h.jpg,2770,30
5213,45MJA,Think,Neutral,4,Animals_108_h.jpg,2850,30
5214,45MJA,Think,Emotion,4,People_239_h.jpg,630,30
5215,45MJA,Think,Emotion,4,People_239_h.jpg,1490,30
5216,45MJA,Think,Emotion,4,People_239_h.jpg,2410,30
5217,45MJA,Think,Neutral,4,Animals_155_v.jpg,1610,30
5218,45MJA,Think,Emotion,4,People_213_v.jpg,320,30
5219,45MJA,Think,Emotion,4,People_213_v.jpg,970,30
5220,45MJA,Think,Emotion,4,People_213_v.jpg,1370,30
5221,45MJA,Think,Emotion,4,Objects_125_h.jpg,1340,30
5222,45MJA,Think,Emotion,4,Animals_018_h.jpg,1550,30
5223,45MJA,Think,Neutral,4,People_028_h.jpg,910,30
5224,45MJA,Think,Neutral,4,People_028_h.jpg,1620,30
5225,45MJA,Think,Neutral,4,People_149_h.jpg,980,30
5226,45MJA,Think,Neutral,4,People_149_h.jpg,1550,30
5227,45MJA,Think,Emotion,4,Faces_296_h.jpg,560,30
5228,45MJA,Think,Emotion,4,Faces_296_h.jpg,790,30
5229,45MJA,Think,Emotion,4,Faces_296_h.jpg,890,30
5230,45MJA,Think,Emotion,4,Faces_296_h.jpg,2360,30
5231,45MJA,Think,Emotion,4,Objects_106_v.jpg,550,30
5232,45MJA,Think,Emotion,4,Objects_106_v.jpg,2830,30
5233,45MJA,Think,Neutral,4,People_151_h.jpg,240,30
5234,45MJA,Think,Neutral,4,People_151_h.jpg,1210,30
5235,45MJA,Think,Neutral,4,People_151_h.jpg,2200,30
5236,45MJA,Think,Neutral,4,People_151_h.jpg,2300,30
5237,45MJA,Think,Neutral,4,People_151_h.jpg,2410,30
5238,45MJA,Think,Neutral,4,Objects_164_h.jpg,2090,30
5239,45MJA,Think,Emotion,4,Objects_021_v.jpg,2940,30
5240,45MJA,Think,Emotion,4,Objects_007_h.jpg,730,30
5241,45MJA,Think,Emotion,4,Objects_007_h.jpg,860,30
5242,45MJA,Think,Emotion,4,Objects_007_h.jpg,2040,30
5243,45MJA,Think,Emotion,4,Objects_007_h.jpg,2410,30
5244,45MJA,Think,Neutral,4,Faces_061_h.jpg,230,30
5245,45MJA,Think,Neutral,4,Faces_061_h.jpg,1260,30
5246,45MJA,Think,Neutral,4,Faces_061_h.jpg,1350,30
5247,45MJA,Think,Neutral,4,Faces_061_h.jpg,1730,30
5248,45MJA,Think,Neutral,4,Faces_061_h.jpg,2170,30
5249,45MJA,Think,Neutral,4,Faces_061_h.jpg,2470,30
5250,45MJA,Think,Neutral,4,Faces_061_h.jpg,2540,30
5251,45MJA,Think,Neutral,4,Faces_061_h.jpg,2830,30
5252,45MJA,Think,Emotion,5,Animals_062_h.jpg,1150,30
5253,45MJA,Think,Emotion,5,Animals_062_h.jpg,2460,30
5254,45MJA,Think,Emotion,5,Animals_062_h.jpg,2940,30
5255,45MJA,Think,Emotion,5,People_247_v.jpg,760,30
5256,45MJA,Think,Emotion,5,People_247_v.jpg,910,30
5257,45MJA,Think,Emotion,5,People_223_h.jpg,2010,30
5258,45MJA,Think,Emotion,5,People_223_h.jpg,2150,30
5259,45MJA,Think,Neutral,5,Objects_270_h.jpg,450,30
5260,45MJA,Think,Neutral,5,Objects_270_h.jpg,630,30
5261,45MJA,Think,Neutral,5,Objects_270_h.jpg,720,30
5262,45MJA,Think,Neutral,5,Objects_270_h.jpg,1360,30
5263,45MJA,Think,Neutral,5,Objects_270_h.jpg,1550,30
5264,45MJA,Think,Neutral,5,Objects_270_h.jpg,2190,30
5265,45MJA,Think,Neutral,5,Objects_270_h.jpg,2270,30
5266,45MJA,Think,Neutral,5,Objects_270_h.jpg,2630,30
5267,45MJA,Think,Neutral,5,Objects_270_h.jpg,2820,30
5268,45MJA,Think,Emotion,5,Animals_018_h.jpg,260,30
5269,45MJA,Think,Emotion,5,Animals_018_h.jpg,1100,30
5270,45MJA,Think,Emotion,5,Animals_018_h.jpg,1860,30
5271,45MJA,Think,Neutral,5,Animals_108_h.jpg,450,30
5272,45MJA,Think,Neutral,5,Animals_108_h.jpg,1220,30
5273,45MJA,Think,Neutral,5,Animals_108_h.jpg,1550,30
5274,45MJA,Think,Neutral,5,Animals_108_h.jpg,2310,30
5275,45MJA,Think,Neutral,5,Faces_060_h.jpg,480,30
5276,45MJA,Think,Neutral,5,Faces_060_h.jpg,2070,30
5277,45MJA,Think,Neutral,5,Faces_060_h.jpg,2820,30
5278,45MJA,Think,Neutral,5,People_100_h.jpg,2180,30
5279,45MJA,Think,Emotion,5,Objects_007_h.jpg,2630,30
5280,45MJA,Think,Neutral,5,People_026_h.jpg,720,30
5281,45MJA,Think,Neutral,5,People_026_h.jpg,1480,30
5282,45MJA,Think,Neutral,5,People_026_h.jpg,1590,30
5283,45MJA,Think,Neutral,5,People_026_h.jpg,2130,30
5284,45MJA,Think,Neutral,5,People_026_h.jpg,2560,30
5285,45MJA,Think,Neutral,5,Faces_061_h.jpg,880,30
5286,45MJA,Think,Neutral,5,Faces_061_h.jpg,1430,30
5287,45MJA,Think,Neutral,5,Faces_061_h.jpg,1920,30
5288,45MJA,Think,Neutral,5,Faces_061_h.jpg,2480,30
5289,45MJA,Think,Emotion,5,People_213_v.jpg,640,30
5290,45MJA,Think,Emotion,5,People_213_v.jpg,1420,30
5291,45MJA,Think,Emotion,5,Faces_296_h.jpg,1690,30
5292,45MJA,Think,Emotion,5,Faces_296_h.jpg,1760,30
5293,45MJA,Think,Emotion,5,Faces_296_h.jpg,2300,30
5294,45MJA,Think,Emotion,5,Faces_296_h.jpg,2660,30
5295,45MJA,Think,Emotion,5,Faces_296_h.jpg,2950,30
5296,45MJA,Think,Neutral,5,Faces_065_h.jpg,890,30
5297,45MJA,Think,Neutral,5,Faces_065_h.jpg,2140,30
5298,45MJA,Think,Neutral,5,People_151_h.jpg,1580,30
5299,45MJA,Think,Neutral,5,People_151_h.jpg,2100,30
5300,45MJA,Think,Emotion,5,Objects_021_v.jpg,2760,30
5301,45MJA,Think,Neutral,5,Animals_155_v.jpg,1810,30
5302,45MJA,Think,Neutral,5,Animals_155_v.jpg,1920,30
5303,45MJA,Think,Neutral,5,Animals_155_v.jpg,2770,30
5304,45MJA,Think,Neutral,5,Animals_155_v.jpg,2870,30
5305,45MJA,Think,Emotion,6,Animals_018_h.jpg,730,30
5306,45MJA,Think,Emotion,6,Animals_018_h.jpg,1370,30
5307,45MJA,Think,Emotion,6,Animals_018_h.jpg,2220,30
5308,45MJA,Think,Emotion,6,Animals_062_h.jpg,2880,30
5309,45MJA,Think,Emotion,6,Faces_296_h.jpg,500,30
5310,45MJA,Think,Emotion,6,Faces_296_h.jpg,690,30
5311,45MJA,Think,Emotion,6,Faces_296_h.jpg,1860,30
5312,45MJA,Think,Emotion,6,Faces_296_h.jpg,2490,30
5313,45MJA,Think,Emotion,6,Faces_296_h.jpg,2920,30
5314,45MJA,Think,Emotion,6,Objects_106_v.jpg,1410,30
5315,45MJA,Think,Emotion,6,Objects_106_v.jpg,1820,30
5316,45MJA,Think,Emotion,6,Objects_106_v.jpg,2200,30
5317,45MJA,Think,Neutral,6,Animals_108_h.jpg,1170,30
5318,45MJA,Think,Neutral,6,Animals_108_h.jpg,2360,30
5319,45MJA,Think,Emotion,6,Objects_125_h.jpg,2210,30
5320,45MJA,Think,Neutral,6,Objects_270_h.jpg,1440,30
5321,45MJA,Think,Neutral,6,Objects_270_h.jpg,1990,30
5322,45MJA,Think,Neutral,6,People_100_h.jpg,800,30
5323,45MJA,Think,Neutral,6,People_100_h.jpg,2770,30
5324,45MJA,Think,Emotion,6,People_247_v.jpg,2080,30
5325,45MJA,Think,Emotion,6,Objects_013_h.jpg,1870,30
5326,45MJA,Think,Emotion,6,Objects_021_v.jpg,2480,30
5327,45MJA,Think,Neutral,6,People_151_h.jpg,820,30
5328,45MJA,Think,Neutral,6,People_151_h.jpg,1730,30
5329,45MJA,Think,Neutral,6,People_151_h.jpg,1840,30
5330,45MJA,Think,Neutral,6,People_151_h.jpg,2200,30
5331,45MJA,Think,Neutral,6,People_151_h.jpg,2570,30
5332,45MJA,Think,Neutral,6,People_151_h.jpg,2740,30
5333,45MJA,Think,Emotion,6,People_223_h.jpg,1460,30
5334,45MJA,Think,Emotion,6,People_223_h.jpg,2490,30
5335,45MJA,Think,Neutral,6,Animals_155_v.jpg,2920,30
5336,45MJA,Think,Neutral,6,Faces_060_h.jpg,1940,30
5337,45MJA,Think,Neutral,6,Faces_060_h.jpg,2010,30
5338,45MJA,Think,Neutral,6,Faces_065_h.jpg,1000,30
5339,45MJA,Think,Neutral,6,Faces_065_h.jpg,1670,30
5340,45MJA,Think,Neutral,6,Faces_065_h.jpg,2450,30
5341,45MJA,Think,Neutral,6,Faces_065_h.jpg,2570,30
5342,45MJA,Think,Neutral,7,Faces_065_h.jpg,680,30
5343,45MJA,Think,Neutral,7,Faces_065_h.jpg,1500,30
5344,45MJA,Think,Neutral,7,Faces_065_h.jpg,1830,30
5345,45MJA,Think,Emotion,7,People_213_v.jpg,1880,30
5346,45MJA,Think,Emotion,7,People_213_v.jpg,2330,30
5347,45MJA,Think,Emotion,7,People_213_v.jpg,2430,30
5348,45MJA,Think,Neutral,7,People_149_h.jpg,240,30
5349,45MJA,Think,Neutral,7,People_151_h.jpg,590,30
5350,45MJA,Think,Neutral,7,People_151_h.jpg,660,30
5351,45MJA,Think,Neutral,7,People_151_h.jpg,2630,30
5352,45MJA,Think,Neutral,7,Faces_060_h.jpg,1790,30
5353,45MJA,Think,Emotion,7,Faces_296_h.jpg,230,30
5354,45MJA,Think,Emotion,7,Faces_296_h.jpg,770,30
5355,45MJA,Think,Emotion,7,Faces_296_h.jpg,1070,30
5356,45MJA,Think,Emotion,7,Faces_296_h.jpg,1510,30
5357,45MJA,Think,Emotion,7,Faces_296_h.jpg,2400,30
5358,45MJA,Think,Neutral,7,People_028_h.jpg,950,30
5359,45MJA,Think,Neutral,7,People_028_h.jpg,1660,30
5360,45MJA,Think,Emotion,7,People_247_v.jpg,1510,30
5361,45MJA,Think,Neutral,7,People_100_h.jpg,580,30
5362,45MJA,Think,Neutral,7,People_100_h.jpg,680,30
5363,45MJA,Think,Neutral,7,People_100_h.jpg,1070,30
5364,45MJA,Think,Neutral,7,People_100_h.jpg,1640,30
5365,45MJA,Think,Neutral,7,People_100_h.jpg,2200,30
5366,45MJA,Think,Emotion,7,People_239_h.jpg,640,30
5367,45MJA,Think,Emotion,7,Objects_106_v.jpg,2780,30
5368,45MJA,Think,Neutral,7,Objects_164_h.jpg,2620,30
5369,45MJA,Think,Emotion,7,People_223_h.jpg,1170,30
5370,45MJA,Think,Emotion,7,People_223_h.jpg,2630,30
5371,45MJA,Think,Neutral,7,Animals_108_h.jpg,1750,30
5372,45MJA,Think,Neutral,7,Faces_061_h.jpg,1970,30
5373,45MJA,Think,Neutral,7,People_026_h.jpg,950,30
5374,45MJA,Think,Emotion,7,Objects_021_v.jpg,460,30
5375,45MJA,Think,Neutral,7,Objects_270_h.jpg,2320,30
5376,45MJA,Think,Emotion,7,Objects_007_h.jpg,1200,30
5377,45MJA,Think,Neutral,8,Faces_061_h.jpg,930,30
5378,45MJA,Think,Emotion,8,People_247_v.jpg,340,30
5379,45MJA,Think,Emotion,8,People_247_v.jpg,1300,30
5380,45MJA,Think,Emotion,8,People_247_v.jpg,1380,30
5381,45MJA,Think,Emotion,8,People_247_v.jpg,1930,30
5382,45MJA,Think,Emotion,8,People_247_v.jpg,2540,30
5383,45MJA,Think,Emotion,8,Objects_106_v.jpg,2920,30
5384,45MJA,Think,Emotion,8,People_223_h.jpg,790,30
5385,45MJA,Think,Emotion,8,People_223_h.jpg,1210,30
5386,45MJA,Think,Emotion,8,People_223_h.jpg,1570,30
5387,45MJA,Think,Emotion,8,People_223_h.jpg,2020,30
5388,45MJA,Think,Emotion,8,People_213_v.jpg,2430,30
5389,45MJA,Think,Neutral,8,People_026_h.jpg,1130,30
5390,45MJA,Think,Neutral,8,People_026_h.jpg,1520,30
5391,45MJA,Think,Neutral,8,People_026_h.jpg,2140,30
5392,45MJA,Think,Neutral,8,People_026_h.jpg,2460,30
5393,45MJA,Think,Neutral,8,Faces_060_h.jpg,2030,30
5394,45MJA,Think,Neutral,8,People_028_h.jpg,1350,30
5395,45MJA,Think,Neutral,8,People_028_h.jpg,2580,30
5396,45MJA,Think,Emotion,8,Faces_296_h.jpg,910,30
5397,45MJA,Think,Emotion,8,Faces_296_h.jpg,2100,30
5398,45MJA,Think,Neutral,8,Objects_164_h.jpg,370,30
5399,45MJA,Think,Neutral,8,Objects_164_h.jpg,1650,30
5400,45MJA,Think,Neutral,8,Objects_164_h.jpg,2330,30
5401,45MJA,Think,Neutral,8,Objects_164_h.jpg,2540,30
5402,45MJA,Think,Emotion,8,Animals_062_h.jpg,780,30
5403,45MJA,Think,Emotion,8,Animals_062_h.jpg,1250,30
5404,45MJA,Think,Emotion,8,Animals_062_h.jpg,1620,30
5405,45MJA,Think,Emotion,8,Animals_062_h.jpg,1720,30
5406,45MJA,Think,Neutral,8,People_149_h.jpg,2310,30
5407,45MJA,Think,Neutral,8,Animals_108_h.jpg,780,30
5408,45MJA,Think,Neutral,8,Animals_108_h.jpg,1210,30
5409,45MJA,Think,Neutral,8,Animals_108_h.jpg,1930,30
5410,45MJA,Think,Emotion,8,Objects_125_h.jpg,930,30
5411,45MJA,Think,Emotion,8,Objects_125_h.jpg,1010,30
5412,45MJA,Think,Emotion,8,Objects_125_h.jpg,1270,30
5413,45MJA,Think,Emotion,8,Objects_125_h.jpg,2480,30
5414,45MJA,Think,Emotion,8,Objects_013_h.jpg,1200,30
5415,45MJA,Think,Emotion,8,Objects_013_h.jpg,2580,30
5416,46SQU,Think,Emotion,1,Objects_154_h.jpg,210,10
5417,46SQU,Think,Emotion,1,Objects_154_h.jpg,440,10
5418,46SQU,Think,Emotion,1,Objects_154_h.jpg,550,10
5419,46SQU,Think,Emotion,1,Objects_154_h.jpg,700,10
5420,46SQU,Think,Emotion,1,Objects_154_h.jpg,890,10
5421,46SQU,Think,Emotion,1,Objects_154_h.jpg,1170,10
5422,46SQU,Think,Emotion,1,Objects_154_h.jpg,1540,10
5423,46SQU,Think,Emotion,1,Objects_154_h.jpg,1650,10
5424,46SQU,Think,Emotion,1,Objects_154_h.jpg,1720,10
5425,46SQU,Think,Emotion,1,Objects_154_h.jpg,1830,10
5426,46SQU,Think,Emotion,1,Objects_154_h.jpg,2160,10
5427,46SQU,Think,Emotion,1,Objects_154_h.jpg,2250,10
5428,46SQU,Think,Emotion,1,Objects_154_h.jpg,2550,10
5429,46SQU,Think,Emotion,1,Objects_154_h.jpg,2620,10
5430,46SQU,Think,Emotion,1,Objects_154_h.jpg,2820,10
5431,46SQU,Think,Emotion,1,Objects_154_h.jpg,2940,10
5432,46SQU,Think,Neutral,1,Faces_211_h.jpg,510,10
5433,46SQU,Think,Neutral,1,Faces_211_h.jpg,680,10
5434,46SQU,Think,Neutral,1,Faces_211_h.jpg,750,10
5435,46SQU,Think,Neutral,1,Faces_211_h.jpg,910,10
5436,46SQU,Think,Neutral,1,Faces_211_h.jpg,1020,10
5437,46SQU,Think,Neutral,1,Faces_211_h.jpg,1580,10
5438,46SQU,Think,Neutral,1,Faces_211_h.jpg,1660,10
5439,46SQU,Think,Neutral,1,Faces_211_h.jpg,1770,10
5440,46SQU,Think,Neutral,1,Faces_211_h.jpg,1870,10
5441,46SQU,Think,Neutral,1,Faces_211_h.jpg,2550,10
5442,46SQU,Think,Emotion,1,Animals_039_h.jpg,510,10
5443,46SQU,Think,Emotion,1,Animals_039_h.jpg,1060,10
5444,46SQU,Think,Emotion,1,Animals_039_h.jpg,1170,10
5445,46SQU,Think,Emotion,1,Animals_039_h.jpg,1470,10
5446,46SQU,Think,Emotion,1,Animals_039_h.jpg,2270,10
5447,46SQU,Think,Emotion,1,Animals_039_h.jpg,2450,10
5448,46SQU,Think,Emotion,1,Animals_039_h.jpg,2910,10
5449,46SQU,Think,Emotion,1,People_209_v.jpg,1960,10
5450,46SQU,Think,Emotion,1,People_209_v.jpg,2190,10
5451,46SQU,Think,Emotion,1,Objects_088_h.jpg,260,10
5452,46SQU,Think,Emotion,1,Objects_088_h.jpg,370,10
5453,46SQU,Think,Emotion,1,Objects_088_h.jpg,500,10
5454,46SQU,Think,Emotion,1,Objects_088_h.jpg,1030,10
5455,46SQU,Think,Emotion,1,Objects_088_h.jpg,1410,10
5456,46SQU,Think,Emotion,1,Objects_088_h.jpg,2350,10
5457,46SQU,Think,Emotion,1,Objects_088_h.jpg,2810,10
5458,46SQU,Think,Neutral,1,Faces_184_h.jpg,740,10
5459,46SQU,Think,Neutral,1,Faces_184_h.jpg,1050,10
5460,46SQU,Think,Neutral,1,Faces_184_h.jpg,1560,10
5461,46SQU,Think,Neutral,1,Faces_184_h.jpg,1920,10
5462,46SQU,Think,Neutral,1,Faces_184_h.jpg,2620,10
5463,46SQU,Think,Neutral,1,Faces_184_h.jpg,2760,10
5464,46SQU,Think,Neutral,1,Animals_213_h.jpg,280,10
5465,46SQU,Think,Neutral,1,Animals_213_h.jpg,460,10
5466,46SQU,Think,Neutral,1,Animals_213_h.jpg,560,10
5467,46SQU,Think,Neutral,1,Animals_213_h.jpg,710,10
5468,46SQU,Think,Neutral,1,Animals_213_h.jpg,1030,10
5469,46SQU,Think,Neutral,1,Animals_213_h.jpg,1140,10
5470,46SQU,Think,Neutral,1,Animals_213_h.jpg,1240,10
5471,46SQU,Think,Neutral,1,Animals_213_h.jpg,1560,10
5472,46SQU,Think,Neutral,1,Animals_213_h.jpg,1770,10
5473,46SQU,Think,Neutral,1,Animals_213_h.jpg,2080,10
5474,46SQU,Think,Neutral,1,Animals_213_h.jpg,2160,10
5475,46SQU,Think,Neutral,1,Animals_213_h.jpg,2260,10
5476,46SQU,Think,Neutral,1,Animals_213_h.jpg,2340,10
5477,46SQU,Think,Neutral,1,Animals_213_h.jpg,2440,10
5478,46SQU,Think,Neutral,1,Animals_213_h.jpg,2570,10
5479,46SQU,Think,Neutral,1,Animals_213_h.jpg,2910,10
5480,46SQU,Think,Neutral,1,People_148_h.jpg,850,10
5481,46SQU,Think,Neutral,1,People_148_h.jpg,1140,10
5482,46SQU,Think,Neutral,1,People_148_h.jpg,1220,10
5483,46SQU,Think,Neutral,1,People_148_h.jpg,1310,10
5484,46SQU,Think,Neutral,1,People_148_h.jpg,1640,10
5485,46SQU,Think,Neutral,1,People_148_h.jpg,1860,10
5486,46SQU,Think,Neutral,1,People_148_h.jpg,2140,10
5487,46SQU,Think,Neutral,1,People_148_h.jpg,2530,10
5488,46SQU,Think,Neutral,1,People_148_h.jpg,2930,10
5489,46SQU,Think,Emotion,1,Objects_023_v.jpg,420,10
5490,46SQU,Think,Emotion,1,Objects_023_v.jpg,530,10
5491,46SQU,Think,Emotion,1,Objects_023_v.jpg,1190,10
5492,46SQU,Think,Emotion,1,Objects_023_v.jpg,1360,10
5493,46SQU,Think,Emotion,1,Objects_023_v.jpg,1870,10
5494,46SQU,Think,Emotion,1,Objects_023_v.jpg,2000,10
5495,46SQU,Think,Emotion,1,Objects_023_v.jpg,2420,10
5496,46SQU,Think,Emotion,1,Objects_023_v.jpg,2520,10
5497,46SQU,Think,Neutral,1,People_091_h.jpg,710,10
5498,46SQU,Think,Neutral,1,People_091_h.jpg,820,10
5499,46SQU,Think,Neutral,1,People_091_h.jpg,1380,10
5500,46SQU,Think,Neutral,1,People_091_h.jpg,1650,10
5501,46SQU,Think,Neutral,1,People_091_h.jpg,1750,10
5502,46SQU,Think,Neutral,1,People_091_h.jpg,1830,10
5503,46SQU,Think,Neutral,1,People_091_h.jpg,2080,10
5504,46SQU,Think,Neutral,1,People_091_h.jpg,2690,10
5505,46SQU,Think,Neutral,1,People_091_h.jpg,2770,10
5506,46SQU,Think,Emotion,1,Objects_011_h.jpg,300,10
5507,46SQU,Think,Emotion,1,Objects_011_h.jpg,460,10
5508,46SQU,Think,Emotion,1,Objects_011_h.jpg,710,10
5509,46SQU,Think,Emotion,1,Objects_011_h.jpg,780,10
5510,46SQU,Think,Emotion,1,Objects_011_h.jpg,930,10
5511,46SQU,Think,Emotion,1,Objects_011_h.jpg,1080,10
5512,46SQU,Think,Emotion,1,Objects_011_h.jpg,1170,10
5513,46SQU,Think,Emotion,1,Objects_011_h.jpg,1250,10
5514,46SQU,Think,Emotion,1,Objects_011_h.jpg,1520,10
5515,46SQU,Think,Emotion,1,Objects_011_h.jpg,1610,10
5516,46SQU,Think,Emotion,1,Objects_011_h.jpg,2060,10
5517,46SQU,Think,Emotion,1,Objects_011_h.jpg,2200,10
5518,46SQU,Think,Emotion,1,Objects_011_h.jpg,2300,10
5519,46SQU,Think,Emotion,1,Objects_011_h.jpg,2690,10
5520,46SQU,Think,Emotion,1,Animals_078_h.jpg,1810,10
5521,46SQU,Think,Emotion,1,People_077_v.jpg,700,10
5522,46SQU,Think,Emotion,1,People_077_v.jpg,1770,10
5523,46SQU,Think,Emotion,1,People_077_v.jpg,2320,10
5524,46SQU,Think,Emotion,1,People_077_v.jpg,2440,10
5525,46SQU,Think,Neutral,1,Objects_049_h.jpg,250,10
5526,46SQU,Think,Neutral,1,Objects_049_h.jpg,890,10
5527,46SQU,Think,Neutral,1,Objects_049_h.jpg,1210,10
5528,46SQU,Think,Neutral,1,Objects_049_h.jpg,1280,10
5529,46SQU,Think,Neutral,1,Objects_049_h.jpg,1540,10
5530,46SQU,Think,Neutral,1,Objects_049_h.jpg,2120,10
5531,46SQU,Think,Neutral,1,Objects_049_h.jpg,2770,10
5532,46SQU,Think,Neutral,1,Animals_132_h.jpg,580,10
5533,46SQU,Think,Neutral,1,Animals_132_h.jpg,710,10
5534,46SQU,Think,Neutral,1,Animals_132_h.jpg,900,10
5535,46SQU,Think,Neutral,1,Animals_132_h.jpg,1140,10
5536,46SQU,Think,Neutral,1,Animals_132_h.jpg,1250,10
5537,46SQU,Think,Neutral,1,Animals_132_h.jpg,1620,10
5538,46SQU,Think,Neutral,1,Animals_132_h.jpg,1710,10
5539,46SQU,Think,Neutral,1,Animals_132_h.jpg,2160,10
5540,46SQU,Think,Neutral,1,Animals_132_h.jpg,2290,10
5541,46SQU,Think,Neutral,1,Animals_132_h.jpg,2520,10
5542,46SQU,Think,Neutral,1,Animals_132_h.jpg,2810,10
5543,46SQU,Think,Neutral,1,Animals_132_h.jpg,2910,10
5544,46SQU,Think,Emotion,1,People_220_h.jpg,710,10
5545,46SQU,Think,Emotion,1,People_220_h.jpg,850,10
5546,46SQU,Think,Emotion,1,People_220_h.jpg,1000,10
5547,46SQU,Think,Emotion,1,People_220_h.jpg,1070,10
5548,46SQU,Think,Emotion,1,People_220_h.jpg,1610,10
5549,46SQU,Think,Emotion,1,People_220_h.jpg,2130,10
5550,46SQU,Think,Emotion,1,People_220_h.jpg,2310,10
5551,46SQU,Think,Emotion,1,People_220_h.jpg,2400,10
5552,46SQU,Think,Emotion,1,People_220_h.jpg,2750,10
5553,46SQU,Think,Emotion,1,People_220_h.jpg,2860,10
5554,46SQU,Think,Emotion,1,People_217_h.jpg,280,10
5555,46SQU,Think,Emotion,1,People_217_h.jpg,690,10
5556,46SQU,Think,Emotion,1,People_217_h.jpg,760,10
5557,46SQU,Think,Emotion,1,People_217_h.jpg,860,10
5558,46SQU,Think,Emotion,1,People_217_h.jpg,960,10
5559,46SQU,Think,Emotion,1,People_217_h.jpg,1180,10
5560,46SQU,Think,Emotion,1,People_217_h.jpg,1610,10
5561,46SQU,Think,Emotion,1,People_217_h.jpg,1850,10
5562,46SQU,Think,Emotion,1,People_217_h.jpg,1970,10
5563,46SQU,Think,Emotion,1,People_217_h.jpg,2280,10
5564,46SQU,Think,Emotion,1,People_217_h.jpg,2350,10
5565,46SQU,Think,Emotion,1,People_217_h.jpg,2630,10
5566,46SQU,Think,Emotion,1,People_217_h.jpg,2770,10
5567,46SQU,Think,Emotion,1,People_217_h.jpg,2860,10
5568,46SQU,Think,Neutral,1,Objects_242_h.jpg,660,10
5569,46SQU,Think,Neutral,1,Objects_242_h.jpg,910,10
5570,46SQU,Think,Neutral,1,Objects_242_h.jpg,1860,10
5571,46SQU,Think,Neutral,1,Objects_242_h.jpg,2270,10
5572,46SQU,Think,Neutral,1,Objects_242_h.jpg,2900,10
5573,46SQU,Think,Neutral,1,People_097_h.jpg,390,10
5574,46SQU,Think,Neutral,1,People_097_h.jpg,710,10
5575,46SQU,Think,Neutral,1,People_097_h.jpg,850,10
5576,46SQU,Think,Neutral,1,People_097_h.jpg,1660,10
5577,46SQU,Think,Neutral,1,People_097_h.jpg,2720,10
5578,46SQU,Think,Neutral,1,People_097_h.jpg,2840,10
5579,46SQU,Think,Neutral,1,Faces_219_v.jpg,210,10
5580,46SQU,Think,Neutral,1,Faces_219_v.jpg,360,10
5581,46SQU,Think,Neutral,1,Faces_219_v.jpg,960,10
5582,46SQU,Think,Neutral,1,Faces_219_v.jpg,1070,10
5583,46SQU,Think,Neutral,1,Faces_219_v.jpg,1140,10
5584,46SQU,Think,Neutral,1,Faces_219_v.jpg,1270,10
5585,46SQU,Think,Neutral,1,Faces_219_v.jpg,1890,10
5586,46SQU,Think,Neutral,1,Faces_219_v.jpg,2030,10
5587,46SQU,Think,Neutral,1,Faces_219_v.jpg,2140,10
5588,46SQU,Think,Neutral,1,Faces_219_v.jpg,2800,10
5589,46SQU,Think,Neutral,1,Faces_219_v.jpg,2910,10
5590,46SQU,Think,Emotion,1,Animals_041_h.jpg,220,10
5591,46SQU,Think,Emotion,1,Animals_041_h.jpg,510,10
5592,46SQU,Think,Emotion,1,Animals_041_h.jpg,600,10
5593,46SQU,Think,Emotion,1,Animals_041_h.jpg,690,10
5594,46SQU,Think,Emotion,1,Animals_041_h.jpg,810,10
5595,46SQU,Think,Emotion,1,Animals_041_h.jpg,970,10
5596,46SQU,Think,Emotion,1,Animals_041_h.jpg,1200,10
5597,46SQU,Think,Emotion,1,Animals_041_h.jpg,1550,10
5598,46SQU,Think,Emotion,1,Animals_041_h.jpg,1620,10
5599,46SQU,Think,Emotion,1,Animals_041_h.jpg,1690,10
5600,46SQU,Think,Emotion,1,Animals_041_h.jpg,1780,10
5601,46SQU,Think,Emotion,1,Animals_041_h.jpg,2290,10
5602,46SQU,Think,Emotion,1,Animals_041_h.jpg,2390,10
5603,46SQU,Think,Emotion,1,Animals_041_h.jpg,2480,10
5604,46SQU,Think,Emotion,1,Animals_041_h.jpg,2560,10
5605,46SQU,Think,Emotion,1,Animals_041_h.jpg,2670,10
5606,46SQU,Think,Emotion,1,Animals_041_h.jpg,2780,10
5607,46SQU,Think,Emotion,1,Animals_041_h.jpg,2930,10
5608,46SQU,Think,Emotion,1,Objects_126_h.jpg,360,10
5609,46SQU,Think,Emotion,1,Objects_126_h.jpg,800,10
5610,46SQU,Think,Emotion,1,Objects_126_h.jpg,1240,10
5611,46SQU,Think,Emotion,1,Objects_126_h.jpg,1530,10
5612,46SQU,Think,Emotion,1,Objects_126_h.jpg,1660,10
5613,46SQU,Think,Emotion,1,Objects_126_h.jpg,2240,10
5614,46SQU,Think,Emotion,1,Objects_126_h.jpg,2670,10
