,Subject,Condition,Emotion,Block,Image,Intrusion,Length
4795,44SMU,Think,Neutral,5,Faces_184_h.jpg,2680,20
4796,44SMU,Think,Neutral,5,People_097_h.jpg,310,20
4797,44SMU,Think,Neutral,5,People_097_h.jpg,830,20
4798,44SMU,Think,Neutral,5,People_097_h.jpg,980,20
4799,44SMU,Think,Neutral,5,People_097_h.jpg,1070,20
4800,44SMU,Think,Neutral,5,People_097_h.jpg,1490,20
4801,44SMU,Think,Neutral,5,People_097_h.jpg,1790,20
4802,44SMU,Think,Neutral,5,Objects_242_h.jpg,570,20
4803,44SMU,Think,Neutral,5,Objects_242_h.jpg,1170,20
4804,44SMU,Think,Neutral,5,Objects_242_h.jpg,1570,20
4805,44SMU,Think,Neutral,5,Objects_242_h.jpg,1930,20
4806,44SMU,Think,Neutral,5,Objects_242_h.jpg,2030,20
4807,44SMU,Think,Neutral,5,Objects_242_h.jpg,2100,20
4808,44SMU,Think,Neutral,5,Objects_242_h.jpg,2170,20
4809,44SMU,Think,Emotion,5,Objects_154_h.jpg,570,20
4810,44SMU,Think,Emotion,5,Objects_154_h.jpg,720,20
4811,44SMU,Think,Emotion,5,Objects_154_h.jpg,1200,20
4812,44SMU,Think,Emotion,5,Objects_154_h.jpg,1480,20
4813,44SMU,Think,Emotion,5,Objects_154_h.jpg,1640,20
4814,44SMU,Think,Emotion,5,Objects_154_h.jpg,1740,20
4815,44SMU,Think,Emotion,5,Objects_154_h.jpg,2790,20
4816,44SMU,Think,Neutral,5,Animals_097_h.jpg,1020,20
4817,44SMU,Think,Neutral,6,Animals_097_h.jpg,780,20
4818,44SMU,Think,Neutral,6,Animals_097_h.jpg,2070,20
4819,44SMU,Think,Neutral,6,Animals_097_h.jpg,2430,20
4820,44SMU,Think,Neutral,6,Animals_097_h.jpg,2700,20
4821,44SMU,Think,Neutral,6,Animals_097_h.jpg,2790,20
4822,44SMU,Think,Neutral,6,Animals_097_h.jpg,2950,20
4823,44SMU,Think,Emotion,6,Objects_126_h.jpg,780,20
4824,44SMU,Think,Emotion,6,Objects_126_h.jpg,970,20
4825,44SMU,Think,Emotion,6,Objects_126_h.jpg,1100,20
4826,44SMU,Think,Emotion,6,Objects_126_h.jpg,1730,20
4827,44SMU,Think,Emotion,6,Objects_126_h.jpg,2130,20
4828,44SMU,Think,Emotion,6,Objects_126_h.jpg,2420,20
4829,44SMU,Think,Emotion,6,Objects_126_h.jpg,2910,20
4830,44SMU,Think,Emotion,6,Objects_023_v.jpg,770,20
4831,44SMU,Think,Emotion,6,Objects_023_v.jpg,1190,20
4832,44SMU,Think,Emotion,6,Objects_023_v.jpg,1480,20
4833,44SMU,Think,Emotion,6,Objects_023_v.jpg,1570,20
4834,44SMU,Think,Emotion,6,Objects_023_v.jpg,2160,20
4835,44SMU,Think,Emotion,6,Objects_023_v.jpg,2240,20
4836,44SMU,Think,Emotion,6,Objects_088_h.jpg,390,20
4837,44SMU,Think,Emotion,6,Objects_088_h.jpg,490,20
4838,44SMU,Think,Emotion,6,Objects_088_h.jpg,780,20
4839,44SMU,Think,Emotion,6,Objects_088_h.jpg,1730,20
4840,44SMU,Think,Neutral,6,Faces_184_h.jpg,940,20
4841,44SMU,Think,Neutral,6,Faces_184_h.jpg,2200,20
4842,44SMU,Think,Neutral,6,Animals_213_h.jpg,390,20
4843,44SMU,Think,Neutral,6,Animals_213_h.jpg,610,20
4844,44SMU,Think,Neutral,6,Animals_213_h.jpg,2890,20
4845,44SMU,Think,Emotion,6,People_077_v.jpg,730,20
4846,44SMU,Think,Emotion,6,People_077_v.jpg,1660,20
4847,44SMU,Think,Emotion,6,People_077_v.jpg,2300,20
4848,44SMU,Think,Emotion,6,People_077_v.jpg,2870,20
4849,44SMU,Think,Neutral,6,Faces_219_v.jpg,690,20
4850,44SMU,Think,Neutral,6,Faces_219_v.jpg,2400,20
4851,44SMU,Think,Emotion,6,People_209_v.jpg,550,20
4852,44SMU,Think,Emotion,6,People_209_v.jpg,840,20
4853,44SMU,Think,Emotion,6,People_209_v.jpg,1660,20
4854,44SMU,Think,Emotion,6,People_209_v.jpg,2540,20
4855,44SMU,Think,Emotion,6,People_220_h.jpg,450,20
4856,44SMU,Think,Emotion,6,People_220_h.jpg,580,20
4857,44SMU,Think,Emotion,6,People_220_h.jpg,750,20
4858,44SMU,Think,Emotion,6,People_220_h.jpg,1160,20
4859,44SMU,Think,Emotion,6,People_220_h.jpg,1510,20
4860,44SMU,Think,Emotion,6,People_220_h.jpg,1950,20
4861,44SMU,Think,Emotion,6,People_220_h.jpg,2200,20
4862,44SMU,Think,Emotion,6,People_220_h.jpg,2510,20
4863,44SMU,Think,Emotion,6,People_217_h.jpg,1910,20
4864,44SMU,Think,Emotion,6,People_217_h.jpg,1980,20
4865,44SMU,Think,Emotion,6,People_217_h.jpg,2950,20
4866,44SMU,Think,Emotion,6,Animals_078_h.jpg,760,20
4867,44SMU,Think,Emotion,6,Animals_078_h.jpg,2560,20
4868,44SMU,Think,Emotion,6,Animals_078_h.jpg,2770,20
4869,44SMU,Think,Neutral,6,People_148_h.jpg,1180,20
4870,44SMU,Think,Neutral,6,People_148_h.jpg,2250,20
4871,44SMU,Think,Neutral,6,People_091_h.jpg,490,20
4872,44SMU,Think,Neutral,6,People_091_h.jpg,750,20
4873,44SMU,Think,Neutral,6,People_091_h.jpg,1830,20
4874,44SMU,Think,Neutral,6,People_091_h.jpg,2050,20
4875,44SMU,Think,Neutral,6,People_091_h.jpg,2900,20
4876,44SMU,Think,Emotion,6,Animals_039_h.jpg,680,20
4877,44SMU,Think,Neutral,6,Objects_049_h.jpg,1340,20
4878,44SMU,Think,Neutral,6,Objects_049_h.jpg,1750,20
4879,44SMU,Think,Neutral,6,Objects_049_h.jpg,2050,20
4880,44SMU,Think,Neutral,6,Faces_211_h.jpg,1130,20
4881,44SMU,Think,Neutral,6,Faces_211_h.jpg,2280,20
4882,44SMU,Think,Neutral,6,People_097_h.jpg,1760,20
4883,44SMU,Think,Emotion,6,Objects_011_h.jpg,350,20
4884,44SMU,Think,Emotion,6,Objects_011_h.jpg,430,20
4885,44SMU,Think,Emotion,6,Objects_011_h.jpg,750,20
4886,44SMU,Think,Emotion,6,Objects_011_h.jpg,980,20
4887,44SMU,Think,Emotion,6,Objects_011_h.jpg,1470,20
4888,44SMU,Think,Emotion,6,Objects_011_h.jpg,2620,20
4889,44SMU,Think,Emotion,6,Objects_011_h.jpg,2760,20
4890,44SMU,Think,Emotion,6,Objects_154_h.jpg,460,20
4891,44SMU,Think,Emotion,6,Objects_154_h.jpg,1680,20
4892,44SMU,Think,Emotion,6,Objects_154_h.jpg,2370,20
4893,44SMU,Think,Neutral,6,Objects_242_h.jpg,570,20
4894,44SMU,Think,Neutral,6,Objects_242_h.jpg,1050,20
4895,44SMU,Think,Neutral,6,Objects_242_h.jpg,2930,20
4896,44SMU,Think,Neutral,7,Objects_242_h.jpg,1010,20
4897,44SMU,Think,Neutral,7,Objects_242_h.jpg,1600,20
4898,44SMU,Think,Emotion,7,Objects_126_h.jpg,2060,20
4899,44SMU,Think,Emotion,7,Objects_126_h.jpg,2620,20
4900,44SMU,Think,Emotion,7,Objects_126_h.jpg,2700,20
4901,44SMU,Think,Emotion,7,Objects_154_h.jpg,380,20
4902,44SMU,Think,Emotion,7,Objects_154_h.jpg,780,20
4903,44SMU,Think,Emotion,7,Objects_154_h.jpg,1120,20
4904,44SMU,Think,Emotion,7,Objects_154_h.jpg,1630,20
4905,44SMU,Think,Emotion,7,Objects_154_h.jpg,2050,20
4906,44SMU,Think,Emotion,7,Objects_154_h.jpg,2290,20
4907,44SMU,Think,Emotion,7,Objects_154_h.jpg,2410,20
4908,44SMU,Think,Emotion,7,Objects_154_h.jpg,2570,20
4909,44SMU,Think,Neutral,7,People_091_h.jpg,570,20
4910,44SMU,Think,Neutral,7,People_091_h.jpg,2570,20
4911,44SMU,Think,Neutral,7,Animals_213_h.jpg,1760,20
4912,44SMU,Think,Neutral,7,Animals_213_h.jpg,2630,20
4913,44SMU,Think,Emotion,7,Objects_088_h.jpg,1120,20
4914,44SMU,Think,Emotion,7,Objects_088_h.jpg,1690,20
4915,44SMU,Think,Emotion,7,Objects_088_h.jpg,2020,20
4916,44SMU,Think,Emotion,7,Objects_088_h.jpg,2100,20
4917,44SMU,Think,Emotion,7,Objects_088_h.jpg,2370,20
4918,44SMU,Think,Emotion,7,Objects_088_h.jpg,2650,20
4919,44SMU,Think,Neutral,7,Faces_211_h.jpg,590,20
4920,44SMU,Think,Neutral,7,Faces_211_h.jpg,670,20
4921,44SMU,Think,Neutral,7,Faces_211_h.jpg,780,20
4922,44SMU,Think,Neutral,7,Faces_211_h.jpg,870,20
4923,44SMU,Think,Neutral,7,Faces_211_h.jpg,1410,20
4924,44SMU,Think,Neutral,7,Faces_211_h.jpg,1780,20
4925,44SMU,Think,Neutral,7,Faces_211_h.jpg,1880,20
4926,44SMU,Think,Neutral,7,Faces_211_h.jpg,2530,20
4927,44SMU,Think,Neutral,7,Faces_211_h.jpg,2830,20
4928,44SMU,Think,Neutral,7,Faces_211_h.jpg,2940,20
4929,44SMU,Think,Emotion,7,People_217_h.jpg,440,20
4930,44SMU,Think,Emotion,7,People_217_h.jpg,740,20
4931,44SMU,Think,Emotion,7,People_217_h.jpg,990,20
4932,44SMU,Think,Emotion,7,People_217_h.jpg,1270,20
4933,44SMU,Think,Emotion,7,People_217_h.jpg,1550,20
4934,44SMU,Think,Emotion,7,People_217_h.jpg,1660,20
4935,44SMU,Think,Emotion,7,People_217_h.jpg,1940,20
4936,44SMU,Think,Emotion,7,People_217_h.jpg,2030,20
4937,44SMU,Think,Emotion,7,People_217_h.jpg,2580,20
4938,44SMU,Think,Neutral,7,Faces_219_v.jpg,2010,20
4939,44SMU,Think,Neutral,7,People_148_h.jpg,490,20
4940,44SMU,Think,Neutral,7,People_148_h.jpg,810,20
4941,44SMU,Think,Neutral,7,People_148_h.jpg,1980,20
4942,44SMU,Think,Emotion,7,People_077_v.jpg,1410,20
4943,44SMU,Think,Emotion,7,People_077_v.jpg,2030,20
4944,44SMU,Think,Emotion,7,People_077_v.jpg,2130,20
4945,44SMU,Think,Neutral,7,Objects_049_h.jpg,610,20
4946,44SMU,Think,Neutral,7,Objects_049_h.jpg,1360,20
4947,44SMU,Think,Neutral,7,Objects_049_h.jpg,1850,20
4948,44SMU,Think,Neutral,7,Objects_049_h.jpg,2430,20
4949,44SMU,Think,Neutral,7,Objects_049_h.jpg,2660,20
4950,44SMU,Think,Neutral,7,Objects_049_h.jpg,2780,20
4951,44SMU,Think,Neutral,7,Objects_049_h.jpg,2950,20
4952,44SMU,Think,Neutral,7,Animals_097_h.jpg,2520,20
4953,44SMU,Think,Emotion,7,People_220_h.jpg,480,20
4954,44SMU,Think,Emotion,7,People_220_h.jpg,880,20
4955,44SMU,Think,Emotion,7,People_220_h.jpg,1510,20
4956,44SMU,Think,Emotion,7,People_220_h.jpg,1640,20
4957,44SMU,Think,Emotion,7,People_220_h.jpg,1710,20
4958,44SMU,Think,Emotion,7,People_220_h.jpg,1830,20
4959,44SMU,Think,Emotion,7,Animals_039_h.jpg,670,20
4960,44SMU,Think,Emotion,7,People_209_v.jpg,480,20
4961,44SMU,Think,Emotion,7,People_209_v.jpg,710,20
4962,44SMU,Think,Emotion,7,People_209_v.jpg,900,20
4963,44SMU,Think,Emotion,7,People_209_v.jpg,1770,20
4964,44SMU,Think,Neutral,7,People_097_h.jpg,410,20
4965,44SMU,Think,Neutral,7,People_097_h.jpg,890,20
4966,44SMU,Think,Neutral,7,People_097_h.jpg,1780,20
4967,44SMU,Think,Neutral,7,People_097_h.jpg,1920,20
4968,44SMU,Think,Neutral,7,People_097_h.jpg,2160,20
4969,44SMU,Think,Neutral,7,People_097_h.jpg,2230,20
4970,44SMU,Think,Neutral,7,People_097_h.jpg,2300,20
4971,44SMU,Think,Neutral,7,People_097_h.jpg,2940,20
4972,44SMU,Think,Emotion,7,Animals_041_h.jpg,910,20
4973,44SMU,Think,Emotion,7,Objects_011_h.jpg,1380,20
4974,44SMU,Think,Emotion,7,Objects_011_h.jpg,1790,20
4975,44SMU,Think,Emotion,7,Objects_011_h.jpg,2510,20
4976,44SMU,Think,Emotion,7,Objects_011_h.jpg,2770,20
4977,44SMU,Think,Emotion,7,Objects_011_h.jpg,2860,20
4978,44SMU,Think,Emotion,7,Animals_078_h.jpg,1100,20
4979,44SMU,Think,Emotion,7,Animals_078_h.jpg,1220,20
4980,44SMU,Think,Emotion,7,Animals_078_h.jpg,1360,20
4981,44SMU,Think,Emotion,7,Animals_078_h.jpg,1610,20
4982,44SMU,Think,Emotion,7,Animals_078_h.jpg,1680,20
4983,44SMU,Think,Emotion,7,Animals_078_h.jpg,1770,20
4984,44SMU,Think,Emotion,7,Animals_078_h.jpg,1880,20
4985,44SMU,Think,Emotion,7,Animals_078_h.jpg,1970,20
4986,44SMU,Think,Emotion,7,Animals_078_h.jpg,2160,20
4987,44SMU,Think,Emotion,7,Animals_078_h.jpg,2270,20
4988,44SMU,Think,Emotion,7,Animals_078_h.jpg,2370,20
4989,44SMU,Think,Emotion,7,Animals_078_h.jpg,2540,20
4990,44SMU,Think,Emotion,7,Animals_078_h.jpg,2950,20
4991,44SMU,Think,Neutral,7,People_179_h.jpg,510,20
4992,44SMU,Think,Neutral,7,People_179_h.jpg,1430,20
4993,44SMU,Think,Neutral,7,People_179_h.jpg,1660,20
4994,44SMU,Think,Neutral,7,People_179_h.jpg,1790,20
4995,44SMU,Think,Neutral,7,People_179_h.jpg,2440,20
4996,44SMU,Think,Emotion,8,People_217_h.jpg,960,20
4997,44SMU,Think,Emotion,8,People_217_h.jpg,1640,20
4998,44SMU,Think,Emotion,8,People_217_h.jpg,1740,20
4999,44SMU,Think,Emotion,8,People_217_h.jpg,1840,20
5000,44SMU,Think,Emotion,8,People_217_h.jpg,2680,20
5001,44SMU,Think,Emotion,8,People_217_h.jpg,2850,20
5002,44SMU,Think,Emotion,8,Animals_041_h.jpg,230,20
5003,44SMU,Think,Emotion,8,Animals_041_h.jpg,410,20
5004,44SMU,Think,Emotion,8,Animals_041_h.jpg,1070,20
5005,44SMU,Think,Emotion,8,Animals_041_h.jpg,1910,20
5006,44SMU,Think,Emotion,8,Animals_041_h.jpg,2080,20
5007,44SMU,Think,Emotion,8,Animals_041_h.jpg,2640,20
5008,44SMU,Think,Emotion,8,People_209_v.jpg,1140,20
5009,44SMU,Think,Emotion,8,People_209_v.jpg,1490,20
5010,44SMU,Think,Emotion,8,People_209_v.jpg,1660,20
5011,44SMU,Think,Neutral,8,Objects_049_h.jpg,1890,20
5012,44SMU,Think,Neutral,8,Objects_049_h.jpg,2770,20
5013,44SMU,Think,Neutral,8,Objects_049_h.jpg,2950,20
5014,44SMU,Think,Emotion,8,Animals_078_h.jpg,1680,20
5015,44SMU,Think,Emotion,8,Animals_078_h.jpg,1840,20
5016,44SMU,Think,Emotion,8,Animals_078_h.jpg,2700,20
5017,44SMU,Think,Neutral,8,People_148_h.jpg,1180,20
5018,44SMU,Think,Neutral,8,People_148_h.jpg,1890,20
5019,44SMU,Think,Neutral,8,Faces_219_v.jpg,750,20
5020,44SMU,Think,Neutral,8,Faces_219_v.jpg,870,20
5021,44SMU,Think,Neutral,8,Faces_219_v.jpg,1280,20
5022,44SMU,Think,Neutral,8,Faces_219_v.jpg,1710,20
5023,44SMU,Think,Neutral,8,Faces_219_v.jpg,2370,20
5024,44SMU,Think,Neutral,8,Faces_219_v.jpg,2440,20
5025,44SMU,Think,Neutral,8,Faces_219_v.jpg,2690,20
5026,44SMU,Think,Neutral,8,Faces_219_v.jpg,2880,20
5027,44SMU,Think,Neutral,8,Faces_211_h.jpg,1000,20
5028,44SMU,Think,Neutral,8,People_179_h.jpg,530,20
5029,44SMU,Think,Neutral,8,People_179_h.jpg,1070,20
5030,44SMU,Think,Neutral,8,People_179_h.jpg,1230,20
5031,44SMU,Think,Neutral,8,People_179_h.jpg,1720,20
5032,44SMU,Think,Neutral,8,People_179_h.jpg,2700,20
5033,44SMU,Think,Emotion,8,Objects_088_h.jpg,1480,20
5034,44SMU,Think,Emotion,8,Objects_088_h.jpg,2220,20
5035,44SMU,Think,Emotion,8,Objects_126_h.jpg,560,20
5036,44SMU,Think,Emotion,8,Objects_126_h.jpg,970,20
5037,44SMU,Think,Emotion,8,Objects_126_h.jpg,1100,20
5038,44SMU,Think,Emotion,8,Objects_126_h.jpg,1360,20
5039,44SMU,Think,Emotion,8,Objects_126_h.jpg,1460,20
5040,44SMU,Think,Emotion,8,Objects_126_h.jpg,2500,20
5041,44SMU,Think,Emotion,8,Objects_126_h.jpg,2800,20
5042,44SMU,Think,Emotion,8,Objects_011_h.jpg,520,20
5043,44SMU,Think,Emotion,8,Objects_011_h.jpg,1750,20
5044,44SMU,Think,Emotion,8,Objects_011_h.jpg,2330,20
5045,44SMU,Think,Neutral,8,People_097_h.jpg,820,20
5046,44SMU,Think,Neutral,8,People_097_h.jpg,1700,20
5047,44SMU,Think,Neutral,8,People_097_h.jpg,1940,20
5048,44SMU,Think,Neutral,8,People_097_h.jpg,2090,20
5049,44SMU,Think,Neutral,8,People_097_h.jpg,2310,20
5050,44SMU,Think,Neutral,8,People_097_h.jpg,2450,20
5051,44SMU,Think,Neutral,8,People_097_h.jpg,2720,20
5052,44SMU,Think,Neutral,8,People_097_h.jpg,2930,20
5053,44SMU,Think,Emotion,8,Animals_039_h.jpg,1700,20
5054,44SMU,Think,Emotion,8,Animals_039_h.jpg,2530,20
5055,44SMU,Think,Emotion,8,Animals_039_h.jpg,2600,20
5056,44SMU,Think,Emotion,8,Animals_039_h.jpg,2710,20
5057,44SMU,Think,Neutral,8,Animals_132_h.jpg,460,20
5058,44SMU,Think,Neutral,8,Animals_132_h.jpg,830,20
5059,44SMU,Think,Neutral,8,Animals_132_h.jpg,1000,20
5060,44SMU,Think,Neutral,8,Animals_132_h.jpg,1150,20
5061,44SMU,Think,Neutral,8,Animals_132_h.jpg,1340,20
5062,44SMU,Think,Neutral,8,Animals_132_h.jpg,1750,20
5063,44SMU,Think,Neutral,8,Animals_132_h.jpg,2240,20
5064,44SMU,Think,Neutral,8,Animals_132_h.jpg,2380,20
5065,44SMU,Think,Neutral,8,Animals_132_h.jpg,2770,20
5066,44SMU,Think,Neutral,8,Animals_132_h.jpg,2930,20
5067,44SMU,Think,Neutral,8,People_091_h.jpg,650,20
5068,44SMU,Think,Neutral,8,People_091_h.jpg,1270,20
5069,44SMU,Think,Neutral,8,People_091_h.jpg,1420,20
5070,44SMU,Think,Neutral,8,People_091_h.jpg,1690,20
5071,44SMU,Think,Emotion,8,People_220_h.jpg,630,20
5072,44SMU,Think,Emotion,8,People_220_h.jpg,2070,20
5073,44SMU,Think,Emotion,8,Objects_023_v.jpg,1110,20
5074,44SMU,Think,Emotion,8,Objects_023_v.jpg,1920,20
5075,44SMU,Think,Neutral,8,Faces_184_h.jpg,1400,20
5076,44SMU,Think,Neutral,8,Faces_184_h.jpg,1500,20
5077,44SMU,Think,Neutral,8,Faces_184_h.jpg,1580,20
5078,44SMU,Think,Neutral,8,Faces_184_h.jpg,1800,20
5079,44SMU,Think,Neutral,8,Faces_184_h.jpg,2480,20
5080,44SMU,Think,Neutral,8,Faces_184_h.jpg,2830,20
5081,44SMU,Think,Emotion,8,Objects_154_h.jpg,830,20
5082,44SMU,Think,Emotion,8,Objects_154_h.jpg,2120,20
5083,45MJA,Think,Emotion,1,Animals_062_h.jpg,750,30
5084,45MJA,Think,Emotion,1,Animals_062_h.jpg,1930,30
5085,45MJA,Think,Neutral,1,Faces_061_h.jpg,2640,30
5086,45MJA,Think,Neutral,1,People_151_h.jpg,1060,30
5087,45MJA,Think,Neutral,1,People_151_h.jpg,1650,30
5088,45MJA,Think,Neutral,1,People_151_h.jpg,2570,30
5089,45MJA,Think,Neutral,1,People_151_h.jpg,2640,30
5090,45MJA,Think,Emotion,1,Objects_125_h.jpg,490,30
5091,45MJA,Think,Emotion,1,Objects_125_h.jpg,570,30
5092,45MJA,Think,Emotion,1,Objects_125_h.jpg,1260,30
5093,45MJA,Think,Emotion,1,Objects_013_h.jpg,680,30
5094,45MJA,Think,Emotion,1,Objects_013_h.jpg,770,30
5095,45MJA,Think,Emotion,1,People_239_h.jpg,790,30
5096,45MJA,Think,Emotion,1,People_239_h.jpg,1420,30
5097,45MJA,Think,Neutral,1,People_026_h.jpg,1610,30
5098,45MJA,Think,Neutral,1,People_026_h.jpg,2790,30
5099,45MJA,Think,Neutral,1,Faces_060_h.jpg,460,30
5100,45MJA,Think,Neutral,1,Faces_060_h.jpg,1470,30
5101,45MJA,Think,Neutral,1,People_149_h.jpg,350,30
5102,45MJA,Think,Neutral,1,People_149_h.jpg,950,30
5103,45MJA,Think,Neutral,1,People_149_h.jpg,1090,30
5104,45MJA,Think,Neutral,1,People_149_h.jpg,1210,30
5105,45MJA,Think,Neutral,1,People_149_h.jpg,1300,30
5106,45MJA,Think,Neutral,1,People_149_h.jpg,2330,30
5107,45MJA,Think,Neutral,1,People_149_h.jpg,2580,30
5108,45MJA,Think,Emotion,1,People_247_v.jpg,1070,30
5109,45MJA,Think,Emotion,1,People_247_v.jpg,2030,30
5110,45MJA,Think,Neutral,1,Objects_164_h.jpg,1210,30
5111,45MJA,Think,Emotion,1,People_213_v.jpg,2360,30
5112,45MJA,Think,Neutral,1,Animals_108_h.jpg,720,30
5113,45MJA,Think,Neutral,1,Objects_270_h.jpg,660,30
5114,45MJA,Think,Neutral,1,Objects_270_h.jpg,1390,30
5115,45MJA,Think,Neutral,1,Objects_270_h.jpg,1990,30
5116,45MJA,Think,Neutral,1,Objects_270_h.jpg,2890,30
5117,45MJA,Think,Neutral,2,People_026_h.jpg,1070,30
5118,45MJA,Think,Emotion,2,Faces_296_h.jpg,2150,30
5119,45MJA,Think,Neutral,2,Faces_061_h.jpg,1520,30
5120,45MJA,Think,Neutral,2,Faces_061_h.jpg,2140,30
5121,45MJA,Think,Emotion,2,People_247_v.jpg,780,30
5122,45MJA,Think,Emotion,2,People_247_v.jpg,1670,30
5123,45MJA,Think,Emotion,2,People_247_v.jpg,2310,30
5124,45MJA,Think,Emotion,2,People_247_v.jpg,2400,30
5125,45MJA,Think,Neutral,2,People_100_h.jpg,400,30
5126,45MJA,Think,Neutral,2,People_100_h.jpg,490,30
5127,45MJA,Think,Neutral,2,People_100_h.jpg,580,30
5128,45MJA,Think,Neutral,2,People_100_h.jpg,2020,30
5129,45MJA,Think,Neutral,2,People_100_h.jpg,2220,30
5130,45MJA,Think,Emotion,2,People_239_h.jpg,500,30
5131,45MJA,Think,Emotion,2,People_239_h.jpg,1030,30
5132,45MJA,Think,Emotion,2,People_239_h.jpg,1640,30
5133,45MJA,Think,Emotion,2,People_239_h.jpg,2000,30
5134,45MJA,Think,Emotion,2,People_239_h.jpg,2620,30
5135,45MJA,Think,Emotion,2,Objects_021_v.jpg,320,30
5136,45MJA,Think,Emotion,2,Objects_021_v.jpg,700,30
5137,45MJA,Think,Emotion,2,Objects_021_v.jpg,1390,30
5138,45MJA,Think,Emotion,2,Objects_021_v.jpg,1890,30
5139,45MJA,Think,Emotion,2,Objects_021_v.jpg,1960,30
5140,45MJA,Think,Emotion,2,Objects_021_v.jpg,2110,30
5141,45MJA,Think,Neutral,2,Objects_164_h.jpg,790,30
5142,45MJA,Think,Neutral,2,Objects_164_h.jpg,1990,30
5143,45MJA,Think,Neutral,2,Objects_164_h.jpg,2440,30
5144,45MJA,Think,Neutral,2,Objects_164_h.jpg,2740,30
5145,45MJA,Think,Neutral,2,Objects_164_h.jpg,2930,30
5146,45MJA,Think,Neutral,2,Animals_108_h.jpg,640,30
5147,45MJA,Think,Neutral,2,Animals_108_h.jpg,2060,30
5148,45MJA,Think,Emotion,2,Objects_125_h.jpg,870,30
5149,45MJA,Think,Emotion,2,Objects_125_h.jpg,1300,30
5150,45MJA,Think,Emotion,2,Objects_013_h.jpg,890,30
5151,45MJA,Think,Emotion,2,Objects_013_h.jpg,2310,30
5152,45MJA,Think,Emotion,2,Animals_062_h.jpg,870,30
5153,45MJA,Think,Emotion,2,Animals_062_h.jpg,2430,30
5154,45MJA,Think,Neutral,2,Faces_065_h.jpg,1140,30
5155,45MJA,Think,Emotion,2,People_223_h.jpg,740,30
5156,45MJA,Think,Emotion,2,Objects_106_v.jpg,690,30
5157,45MJA,Think,Emotion,2,Objects_106_v.jpg,2020,30
5158,45MJA,Think,Neutral,2,People_151_h.jpg,450,30
5159,45MJA,Think,Neutral,2,People_151_h.jpg,860,30
5160,45MJA,Think,Neutral,2,People_151_h.jpg,1800,30
5161,45MJA,Think,Neutral,2,People_151_h.jpg,2000,30
5162,45MJA,Think,Neutral,2,Faces_060_h.jpg,1640,30
5163,45MJA,Think,Neutral,2,Faces_060_h.jpg,1890,30
5164,45MJA,Think,Neutral,2,Faces_060_h.jpg,2620,30
5165,45MJA,Think,Emotion,2,Animals_018_h.jpg,850,30
5166,45MJA,Think,Emotion,2,Animals_018_h.jpg,1770,30
5167,45MJA,Think,Neutral,2,Objects_270_h.jpg,500,30
5168,45MJA,Think,Neutral,2,Objects_270_h.jpg,870,30
5169,45MJA,Think,Neutral,2,Objects_270_h.jpg,2750,30
5170,45MJA,Think,Neutral,3,Faces_065_h.jpg,2340,30
5171,45MJA,Think,Neutral,3,Faces_065_h.jpg,2420,30
5172,45MJA,Think,Emotion,3,People_223_h.jpg,390,30
5173,45MJA,Think,Emotion,3,People_223_h.jpg,540,30
5174,45MJA,Think,Emotion,3,People_223_h.jpg,1040,30
5175,45MJA,Think,Emotion,3,People_223_h.jpg,1660,30
5176,45MJA,Think,Emotion,3,People_223_h.jpg,2210,30
5177,45MJA,Think,Neutral,3,Animals_155_v.jpg,2250,30
5178,45MJA,Think,Emotion,3,Objects_007_h.jpg,1720,30
5179,45MJA,Think,Emotion,3,Objects_007_h.jpg,2110,30
5180,45MJA,Think,Emotion,3,Objects_007_h.jpg,2550,30
5181,45MJA,Think,Neutral,3,Objects_164_h.jpg,560,30
5182,45MJA,Think,Neutral,3,Objects_164_h.jpg,950,30
5183,45MJA,Think,Neutral,3,Objects_164_h.jpg,1060,30
5184,45MJA,Think,Neutral,3,Objects_164_h.jpg,1160,30
5185,45MJA,Think,Neutral,3,Objects_164_h.jpg,1520,30
5186,45MJA,Think,Neutral,3,Objects_164_h.jpg,2230,30
5187,45MJA,Think,Emotion,3,Objects_125_h.jpg,630,30
5188,45MJA,Think,Neutral,3,Animals_108_h.jpg,400,30
5189,45MJA,Think,Neutral,3,Animals_108_h.jpg,1530,30
5190,45MJA,Think,Neutral,3,Animals_108_h.jpg,2630,30
5191,45MJA,Think,Neutral,3,People_151_h.jpg,450,30
5192,45MJA,Think,Neutral,3,People_151_h.jpg,870,30
5193,45MJA,Think,Neutral,3,People_151_h.jpg,2040,30
5194,45MJA,Think,Neutral,3,People_151_h.jpg,2630,30
5195,45MJA,Think,Emotion,3,People_239_h.jpg,1020,30
5196,45MJA,Think,Emotion,3,People_239_h.jpg,1780,30
5197,45MJA,Think,Emotion,3,People_239_h.jpg,1850,30
5198,45MJA,Think,Emotion,3,People_239_h.jpg,1930,30
5199,45MJA,Think,Emotion,3,People_239_h.jpg,2090,30
5200,45MJA,Think,Emotion,3,Animals_062_h.jpg,2130,30
5201,45MJA,Think,Emotion,3,Faces_296_h.jpg,1740,30
5202,45MJA,Think,Emotion,3,Faces_296_h.jpg,2490,30
5203,45MJA,Think,Emotion,3,Animals_018_h.jpg,780,30
5204,45MJA,Think,Emotion,3,Animals_018_h.jpg,2150,30
5205,45MJA,Think,Emotion,3,Animals_018_h.jpg,2510,30
