,Cond1,Cond2,Cond3,Cond4,Image.OnsetTime,Image.RESP,Image.RT,ImageCentre,ImageFond,ListImage.Cycle
309,Think,Emotion,Non vivant,NonOrg,1741666,2,847,toaster02.png,Objects_151_h.jpg,8
310,No-Think,Neutral,Non vivant,Org,1745551,2,1067,dromedary.png,Landscapes_073_h.jpg,8
311,Baseline,Emotion,Non vivant,NonOrg,1749553,2,1073,dice02a.png,Black.jpg,8
312,Think,Neutral,Vivant,Org,1753421,1,1376,caribou01.png,Faces_308_h.jpg,8
313,No-Think,Neutral,Non vivant,NonOrg,1757472,2,729,alarmclock01.png,Landscapes_049_h.jpg,8
314,No-Think,Emotion,Non vivant,Org,1761174,2,666,cow.png,Landscapes_026_h.jpg,8
315,Think,Emotion,Vivant,NonOrg,1764859,1,870,airhockeypaddle01a.png,Animals_032_h.jpg,8
316,No-Think,Emotion,Vivant,Org,1768493,1,749,tiger02.png,People_202_h.jpg,8
317,Think,Emotion,Vivant,NonOrg,1772245,1,814,bassguitar.png,People_208_h.jpg,8
318,Think,Neutral,Non vivant,NonOrg,1776080,2,513,usbcable01b.png,Landscapes_048_h.jpg,8
319,No-Think,Neutral,Vivant,NonOrg,1779314,2,426,bib.png,Faces_044_h.jpg,8
320,Think,Neutral,Vivant,NonOrg,1782465,1,916,amphora.png,People_105_h.jpg,8
321,Baseline,Emotion,Vivant,NonOrg,1786184,2,936,beachpaddle01a.png,Black.jpg,8
322,Baseline,Emotion,Non vivant,Org,1789885,1,1085,sheep.png,Black.jpg,8
323,No-Think,Neutral,Vivant,Org,1793803,1,987,kangaroo.png,People_138_h.jpg,8
324,No-Think,Neutral,Non vivant,Org,1797705,2,1173,blackbear.png,Objects_085_h.jpg,8
325,No-Think,Neutral,Vivant,NonOrg,1801656,1,2404,alarmclock02b.png,People_048_h.jpg,8
326,Think,Neutral,Non vivant,NonOrg,1807075,2,770,bikehelmet.png,Landscapes_034_h.jpg,8
327,Think,Neutral,Vivant,NonOrg,1810793,1,668,baseball01a.png,Faces_024_h.jpg,8
328,Baseline,Neutral,Vivant,Org,1814244,2,1929,siamesecat.png,Black.jpg,8
329,No-Think,Emotion,Non vivant,NonOrg,1819013,2,703,aceofdiamond.png,Objects_109_h.jpg,8
330,Think,Emotion,Non vivant,NonOrg,1822498,2,807,scotchtape.png,Landscapes_007_h.jpg,8
331,Baseline,Neutral,Vivant,Org,1826099,1,899,skunk.png,Black.jpg,8
332,Think,Emotion,Non vivant,Org,1829734,2,663,toad.png,Objects_138_h.jpg,8
333,Think,Neutral,Vivant,Org,1833302,1,732,beaver.png,People_155_h.jpg,8
334,Baseline,Neutral,Non vivant,Org,1837003,1,1215,killerwhale.png,Black.jpg,8
335,Baseline,Emotion,Vivant,Org,1840972,1,1000,stuffedpuffin.png,Black.jpg,8
336,Baseline,Neutral,Vivant,NonOrg,1844690,2,957,backfloat.png,Black.jpg,8
337,Think,Emotion,Non vivant,Org,1848474,2,1544,tortoise01.png,Objects_233_h.jpg,8
338,Think,Emotion,Vivant,Org,1856711,1,794,tern.png,People_198_h.jpg,8
339,No-Think,Emotion,Non vivant,NonOrg,1860296,2,614,balloon01b.png,Landscapes_004_h.jpg,8
340,No-Think,Emotion,Non vivant,Org,1863980,2,743,squirrel.png,Objects_157_h.jpg,8
341,Baseline,Emotion,Vivant,NonOrg,1867549,2,623,antenna.png,Black.jpg,8
342,No-Think,Emotion,Vivant,Org,1871167,1,759,sturgeon.png,Faces_366_h.jpg,8
343,Baseline,Neutral,Non vivant,NonOrg,1874651,2,1069,banjo.png,Black.jpg,8
344,Baseline,Emotion,Vivant,Org,1878753,1,967,rockbass.png,Black.jpg,8
345,No-Think,Emotion,Vivant,NonOrg,1882588,2,2750,toytractor01b.png,People_129_h.jpg,8
346,Baseline,Neutral,Vivant,NonOrg,1888107,2,662,bicycle.png,Black.jpg,8
