,Cond1,Cond2,Cond3,Cond4,Image.OnsetTime,Image.RESP,Image.RT,ImageCentre,ImageFond,ListImage.Cycle
44,Baseline,Emotion,Vivant,Org,441081,1,801,saintbernard.png,Black.jpg,1
45,Baseline,Neutral,Vivant,NonOrg,444816,2,884,baseball01a.png,Black.jpg,2
46,Think,Neutral,Non vivant,Org,448384,2,1637,blackbear.png,Objects_085_h.jpg,2
47,Think,Neutral,Non vivant,NonOrg,453002,2,1681,armchair01.png,Objects_043_h.jpg,2
48,No-Think,Neutral,Vivant,NonOrg,457721,2,1992,backfloat.png,People_109_h.jpg,2
49,Think,Emotion,Vivant,Org,462689,1,1871,sturgeon.png,Faces_366_h.jpg,2
50,Think,Neutral,Vivant,Org,467241,1,1458,kangaroo.png,People_138_h.jpg,2
51,Baseline,Neutral,Vivant,NonOrg,471343,2,1032,amphora.png,Black.jpg,2
52,Baseline,Emotion,Non vivant,Org,475144,1,1751,toad.png,Black.jpg,2
53,No-Think,Neutral,Non vivant,NonOrg,479813,2,2193,banjo.png,Objects_099_h.jpg,2
54,Think,Emotion,Non vivant,Org,485065,2,1892,cow.png,Landscapes_026_h.jpg,2
55,Baseline,Emotion,Vivant,Org,489700,1,1385,tern.png,Black.jpg,2
56,No-Think,Neutral,Non vivant,NonOrg,494135,2,967,bandage.png,Objects_204_h.jpg,2
57,No-Think,Neutral,Non vivant,Org,497870,1,1137,raccoon.png,Objects_169_h.jpg,2
58,Think,Emotion,Non vivant,NonOrg,501805,2,2623,balloon01b.png,Landscapes_004_h.jpg,2
59,Think,Emotion,Non vivant,NonOrg,507190,2,2822,aceofdiamond.png,Objects_109_h.jpg,2
60,No-Think,Emotion,Vivant,NonOrg,512976,2,2422,beachpaddle01a.png,People_233_h.jpg,2
61,Baseline,Emotion,Non vivant,NonOrg,518244,2,1149,toaster02.png,Black.jpg,2
62,Baseline,Emotion,Non vivant,Org,522113,1,1038,tortoise01.png,Black.jpg,2
63,No-Think,Neutral,Vivant,Org,525931,1,1219,skunk.png,Faces_276_h.jpg,2
64,No-Think,Neutral,Non vivant,Org,529866,1,2160,killerwhale.png,Objects_214_h.jpg,2
65,Think,Neutral,Non vivant,Org,534918,2,1662,dromedary.png,Landscapes_073_h.jpg,2
66,No-Think,Neutral,Vivant,Org,539519,1,966,siamesecat.png,People_146_h.jpg,2
67,Baseline,Neutral,Non vivant,Org,543288,1,792,lion.png,Black.jpg,2
68,Think,Neutral,Non vivant,NonOrg,546939,2,1563,alarmclock01.png,Landscapes_049_h.jpg,2
69,No-Think,Neutral,Vivant,NonOrg,551174,2,2518,bicycle.png,Faces_045_h.jpg,2
70,No-Think,Emotion,Vivant,NonOrg,556676,2,1878,antenna.png,People_216_h.jpg,2
71,Baseline,Emotion,Vivant,NonOrg,561361,2,2884,bassguitar.png,Black.jpg,2
72,Think,Neutral,Vivant,NonOrg,579652,1,1500,bib.png,Faces_044_h.jpg,2
73,Think,Emotion,Non vivant,Org,583870,2,1672,squirrel.png,Objects_157_h.jpg,2
74,No-Think,Emotion,Vivant,Org,588255,1,1030,stuffedpuffin.png,People_227_h.jpg,2
75,Baseline,Neutral,Vivant,Org,592173,1,626,beaver.png,Black.jpg,2
76,No-Think,Emotion,Non vivant,NonOrg,595758,2,1180,scale01b.png,Objects_127_h.jpg,2
77,Baseline,Neutral,Non vivant,NonOrg,599876,2,997,bikehelmet.png,Black.jpg,2
78,No-Think,Emotion,Non vivant,Org,603761,1,914,swallow.png,Objects_144_h.jpg,2
79,No-Think,Emotion,Non vivant,Org,607679,1,2220,sheep.png,Landscapes_139_h.jpg,2
80,Think,Neutral,Vivant,NonOrg,618750,2,2509,alarmclock02b.png,People_048_h.jpg,2
81,Baseline,Neutral,Non vivant,Org,624202,1,1724,hen.png,Black.jpg,2
82,Think,Emotion,Vivant,NonOrg,632172,1,1846,toytractor01b.png,People_129_h.jpg,2
83,Baseline,Emotion,Non vivant,NonOrg,643227,2,1666,scotchtape.png,Black.jpg,2
84,Think,Neutral,Vivant,Org,647745,1,1083,moose.png,Faces_224_h.jpg,2
85,Baseline,Neutral,Vivant,Org,651813,1,998,caribou01.png,Black.jpg,2
86,Baseline,Neutral,Non vivant,NonOrg,655748,2,726,usbcable01b.png,Black.jpg,2
87,No-Think,Emotion,Vivant,Org,659466,1,1516,rockbass.png,People_240_h.jpg,2
88,No-Think,Emotion,Non vivant,Org,663818,1,1171,sheep.png,Landscapes_139_h.jpg,3
89,Baseline,Emotion,Vivant,NonOrg,682058,2,1182,airhockeypaddle01a.png,Black.jpg,3
90,Baseline,Emotion,Vivant,Org,685927,1,879,tern.png,Black.jpg,3
91,Baseline,Neutral,Non vivant,Org,689595,1,551,hen.png,Black.jpg,3
92,No-Think,Emotion,Non vivant,Org,692996,1,485,swallow.png,Objects_144_h.jpg,3
93,Baseline,Emotion,Vivant,NonOrg,696497,2,603,bassguitar.png,Black.jpg,3
94,No-Think,Emotion,Vivant,Org,699782,1,966,stuffedpuffin.png,People_227_h.jpg,3
95,No-Think,Neutral,Non vivant,NonOrg,703784,2,532,banjo.png,Objects_099_h.jpg,3
96,Think,Emotion,Vivant,NonOrg,707285,1,1037,toytractor01b.png,People_129_h.jpg,3
97,No-Think,Neutral,Non vivant,NonOrg,711053,2,531,bandage.png,Objects_204_h.jpg,3
98,Think,Emotion,Vivant,NonOrg,714338,2,2363,binoculars01b.png,Animals_045_h.jpg,3
99,Baseline,Neutral,Vivant,Org,719506,1,2263,caribou01.png,Black.jpg,3
100,Baseline,Neutral,Vivant,NonOrg,724442,2,818,baseball01a.png,Black.jpg,3
101,Baseline,Emotion,Non vivant,Org,727993,1,819,tortoise01.png,Black.jpg,3
102,Think,Emotion,Vivant,Org,731811,1,1977,tiger02.png,People_202_h.jpg,3
103,No-Think,Neutral,Non vivant,Org,736713,1,1194,raccoon.png,Objects_169_h.jpg,3
104,No-Think,Neutral,Vivant,NonOrg,740881,2,1341,backfloat.png,People_109_h.jpg,3
105,Think,Neutral,Non vivant,Org,745083,2,1195,blackbear.png,Objects_085_h.jpg,3
106,Think,Neutral,Non vivant,NonOrg,749235,2,842,armchair01.png,Objects_043_h.jpg,3
107,Baseline,Neutral,Vivant,Org,752803,1,671,beaver.png,Black.jpg,3
108,No-Think,Emotion,Vivant,NonOrg,756271,2,1435,beachpaddle01a.png,People_233_h.jpg,3
109,No-Think,Neutral,Vivant,NonOrg,760672,2,2266,bicycle.png,Faces_045_h.jpg,3
110,Baseline,Emotion,Non vivant,NonOrg,765824,2,954,toaster02.png,Black.jpg,3
111,Baseline,Emotion,Vivant,Org,769493,1,767,saintbernard.png,Black.jpg,3
112,No-Think,Neutral,Vivant,Org,773044,1,857,siamesecat.png,People_146_h.jpg,3
113,Baseline,Neutral,Vivant,NonOrg,776729,2,602,amphora.png,Black.jpg,3
114,No-Think,Emotion,Vivant,NonOrg,780063,2,1896,antenna.png,People_216_h.jpg,3
115,Think,Emotion,Non vivant,Org,784732,1,878,cow.png,Landscapes_026_h.jpg,3
116,Baseline,Neutral,Non vivant,Org,788300,1,730,lion.png,Black.jpg,3
117,Baseline,Emotion,Non vivant,Org,792018,1,968,toad.png,Black.jpg,3
118,Think,Emotion,Non vivant,NonOrg,796020,2,933,balloon01b.png,Landscapes_004_h.jpg,3
119,Think,Neutral,Non vivant,Org,799854,2,1521,dromedary.png,Landscapes_073_h.jpg,3
120,Think,Emotion,Non vivant,Org,804323,2,1353,squirrel.png,Objects_157_h.jpg,3
121,Baseline,Neutral,Non vivant,NonOrg,808458,2,2956,usbcable01b.png,Black.jpg,3
122,Think,Emotion,Vivant,Org,814427,1,1319,sturgeon.png,Faces_366_h.jpg,3
123,Baseline,Neutral,Non vivant,NonOrg,818695,2,884,bikehelmet.png,Black.jpg,3
124,Think,Neutral,Vivant,Org,822246,1,1365,kangaroo.png,People_138_h.jpg,3
125,Think,Neutral,Vivant,NonOrg,826448,1,2000,alarmclock02b.png,People_048_h.jpg,3
126,Think,Emotion,Non vivant,NonOrg,831283,2,1851,aceofdiamond.png,Objects_109_h.jpg,3
127,No-Think,Neutral,Vivant,Org,835968,1,1827,skunk.png,Faces_276_h.jpg,3
128,Think,Neutral,Vivant,NonOrg,840687,1,1500,bib.png,Faces_044_h.jpg,3
129,Think,Neutral,Vivant,Org,852608,1,1328,moose.png,Faces_224_h.jpg,3
130,Think,Neutral,Non vivant,NonOrg,856893,2,2225,alarmclock01.png,Landscapes_049_h.jpg,3
131,Baseline,Emotion,Non vivant,NonOrg,862012,2,1915,scotchtape.png,Black.jpg,3
132,No-Think,Emotion,Vivant,Org,866864,1,1331,rockbass.png,People_240_h.jpg,3
133,No-Think,Neutral,Non vivant,Org,871065,1,974,killerwhale.png,Objects_214_h.jpg,3
134,No-Think,Emotion,Non vivant,NonOrg,874850,2,901,scale01b.png,Objects_127_h.jpg,3
135,No-Think,Neutral,Non vivant,Org,878635,1,770,raccoon.png,Objects_169_h.jpg,4
136,Think,Neutral,Vivant,NonOrg,882337,1,1347,alarmclock02b.png,People_048_h.jpg,4
137,Think,Emotion,Vivant,Org,886455,1,1126,sturgeon.png,Faces_366_h.jpg,4
138,Think,Emotion,Vivant,NonOrg,890523,1,915,toytractor01b.png,People_129_h.jpg,4
